stim_selective_stop_signal.go_acc,1.0
stim_selective_stop_signal.go_rt,-1.0
stim_selective_stop_signal.go_rt_error,-1.0
stim_selective_stop_signal.go_rt_std,1.0
stim_selective_stop_signal.go_rt_std_error,1.0
stim_selective_stop_signal.hddm_drift,1.0
stim_selective_stop_signal.hddm_drift_go,1.0
stim_selective_stop_signal.hddm_drift_ignore,1.0
stim_selective_stop_signal.hddm_non_decision,1.0
stim_selective_stop_signal.hddm_thresh,1.0
stim_selective_stop_signal.ignore_acc,1.0
stim_selective_stop_signal.ignore_rt_error,-1.0
stim_selective_stop_signal.ignore_rt_error_std,1.0
stim_selective_stop_signal.stop_acc,1.0
stim_selective_stop_signal.stop_rt_error,-1.0
stim_selective_stop_signal.stop_rt_error_std,1.0
stop_signal.EZ_drift,1.0
stop_signal.EZ_non_decision,-1.0
stop_signal.EZ_thresh,1.0
stop_signal.SSRT,-1.0
stop_signal.SSRT_high,-1.0
stop_signal.SSRT_low,-1.0
stop_signal.SS_delay,1.0
stop_signal.commission_errors,-1.0
stop_signal.condition_sensitivity_hddm_drift,1.0
stop_signal.condition_sensitivity_hddm_thresh,1.0
stop_signal.go_acc,1.0
stop_signal.go_rt,-1.0
stop_signal.go_rt_error,-1.0
stop_signal.go_rt_std,1.0
stop_signal.go_rt_std_error,1.0
stop_signal.hddm_drift,1.0
stop_signal.hddm_drift_high,1.0
stop_signal.hddm_drift_low,1.0
stop_signal.hddm_non_decision,1.0
stop_signal.hddm_thresh,1.0
stop_signal.hddm_thresh_high,1.0
stop_signal.hddm_thresh_low,1.0
stop_signal.inhibition_slope,1.0
stop_signal.log_ll,1.0
stop_signal.num_stop_trials,1.0
stop_signal.omission_errors,-1.0
