,adaptive_n_back.hddm_drift,adaptive_n_back.hddm_drift_load,adaptive_n_back.hddm_non_decision,adaptive_n_back.hddm_thresh,adaptive_n_back.mean_load.logTr,angling_risk_task_always_sunny.keep_adjusted_clicks,angling_risk_task_always_sunny.keep_coef_of_variation,angling_risk_task_always_sunny.release_adjusted_clicks,angling_risk_task_always_sunny.release_coef_of_variation.logTr,attention_network_task.alerting_hddm_drift,attention_network_task.conflict_hddm_drift,attention_network_task.hddm_drift,attention_network_task.hddm_non_decision,attention_network_task.hddm_thresh.logTr,attention_network_task.orienting_hddm_drift,bickel_titrator.hyp_discount_rate_large.logTr,bickel_titrator.hyp_discount_rate_medium.logTr,bickel_titrator.hyp_discount_rate_small.logTr,choice_reaction_time.hddm_drift,choice_reaction_time.hddm_non_decision.logTr,choice_reaction_time.hddm_thresh,cognitive_reflection_survey.correct_proportion,cognitive_reflection_survey.intuitive_proportion,columbia_card_task_cold.avg_cards_chosen,columbia_card_task_cold.gain_sensitivity,columbia_card_task_cold.information_use,columbia_card_task_cold.loss_sensitivity.ReflogTr,columbia_card_task_cold.probability_sensitivity,columbia_card_task_hot.avg_cards_chosen,columbia_card_task_hot.gain_sensitivity.logTr,columbia_card_task_hot.information_use,columbia_card_task_hot.loss_sensitivity,columbia_card_task_hot.probability_sensitivity,dietary_decision.health_sensitivity.logTr,dietary_decision.taste_sensitivity.ReflogTr,digit_span.forward_span,digit_span.reverse_span,directed_forgetting.hddm_drift,directed_forgetting.hddm_non_decision,directed_forgetting.hddm_thresh,directed_forgetting.proactive_interference_hddm_drift,discount_titrate.percent_patient,dot_pattern_expectancy.AY-BY_hddm_drift,dot_pattern_expectancy.BX-BY_hddm_drift,dot_pattern_expectancy.bias,dot_pattern_expectancy.dprime,dot_pattern_expectancy.hddm_drift.logTr,dot_pattern_expectancy.hddm_non_decision,dot_pattern_expectancy.hddm_thresh.logTr,go_nogo.bias,go_nogo.dprime,hierarchical_rule.score,holt_laury_survey.beta.ReflogTr,holt_laury_survey.prob_weighting.ReflogTr,holt_laury_survey.risk_aversion,holt_laury_survey.safe_choices,information_sampling_task.Decreasing_Win_P_correct,information_sampling_task.Decreasing_Win_motivation,information_sampling_task.Fixed_Win_P_correct,information_sampling_task.Fixed_Win_motivation,keep_track.score,kirby.hyp_discount_rate_large.logTr,local_global_letter.conflict_hddm_drift,local_global_letter.global_bias_hddm_drift,local_global_letter.hddm_drift,local_global_letter.hddm_non_decision.ReflogTr,local_global_letter.hddm_thresh,local_global_letter.switch_cost_hddm_drift,motor_selective_stop_signal.SSRT,motor_selective_stop_signal.hddm_drift,motor_selective_stop_signal.hddm_non_decision.ReflogTr,motor_selective_stop_signal.hddm_thresh,motor_selective_stop_signal.proactive_control_hddm_drift,motor_selective_stop_signal.reactive_control_hddm_drift,probabilistic_selection.positive_learning_bias,psychological_refractory_period_two_choices.PRP_slope,ravens.score,recent_probes.hddm_drift,recent_probes.hddm_non_decision,recent_probes.hddm_thresh,recent_probes.proactive_interference_hddm_drift,shape_matching.hddm_drift,shape_matching.hddm_non_decision.ReflogTr,shape_matching.hddm_thresh,shape_matching.stimulus_interference_hddm_drift,shift_task.acc,shift_task.learning_rate,shift_task.learning_to_learn,shift_task.model_beta.logTr,shift_task.model_decay.ReflogTr,shift_task.model_learning_rate,simon.hddm_drift,simon.hddm_non_decision.ReflogTr,simon.hddm_thresh,simon.simon_hddm_drift,simple_reaction_time.avg_rt.logTr,spatial_span.forward_span,spatial_span.reverse_span,stim_selective_stop_signal.SSRT.logTr,stim_selective_stop_signal.hddm_drift,stim_selective_stop_signal.hddm_non_decision,stim_selective_stop_signal.hddm_thresh.logTr,stim_selective_stop_signal.reactive_control_hddm_drift,stop_signal.SSRT_high,stop_signal.SSRT_low.logTr,stop_signal.hddm_drift,stop_signal.hddm_non_decision,stop_signal.hddm_thresh.logTr,stop_signal.proactive_SSRT_speeding.logTr,stop_signal.proactive_slowing_hddm_drift,stop_signal.proactive_slowing_hddm_thresh,stroop.hddm_drift,stroop.hddm_non_decision,stroop.hddm_thresh.logTr,stroop.stroop_hddm_drift,threebytwo.cue_switch_cost_hddm_drift,threebytwo.hddm_drift,threebytwo.hddm_non_decision,threebytwo.hddm_thresh,threebytwo.task_switch_cost_hddm_drift,tower_of_london.avg_move_time.logTr,tower_of_london.num_extra_moves,tower_of_london.num_optimal_solutions,tower_of_london.planning_time,two_stage_decision.model_based,two_stage_decision.model_free,two_stage_decision.perseverance,writing_task.neutral_probability,writing_task.positive_probability.logTr
s106,2.9595470043,-0.8028331284,0.1323126834,1.6035680178,0.47000362924573563,20.8333333333,1.659404468,20.5,0.7641081597717027,-0.4996807036,-0.8932904661000001,2.2210974784,0.3063206344,0.14656608784756014,-0.9271742557,-11.530234404092866,-10.220225007299867,-8.849219426167362,4.8219857468,-1.5506457685803074,1.3097488216,0.33333333330000003,0.6666666667000001,11.2083333333,0.0291666667,1.0,0.0033277900594519305,-3.2083333333,6.25,0.16735532935365863,2.0,-0.010125,-0.46875000000000006,0.5180192418608769,0.9735406985630137,8.2,5.9,2.4371638702,0.3356852623,1.4740125439,-0.42957764340000004,0.7777777778,-2.2111468306489996,-2.5341813387,-0.2331515124,3.5345441135,1.370984601490383,0.1972314557,0.012975399724982899,-1.1652624446,3.6348828618,166.0,4.285442751539002,0.29406605572281797,0.3968411315,9.0,0.7038806438,0.0014609558,0.8626464844,0.0021918064000000003,0.7222222222,-8.511264302067358,-1.3954483770000001,-0.40107242270000004,2.7207320534,0.25719794963091497,1.2703072472999999,-0.3900071164,297.760000000004,3.628854373334,0.1100422060402123,1.5738276742289992,-1.16725621967,-0.4267500288720003,26.8696014973,0.3012906551,11.0,2.0234878156,0.4210983528,1.6160552117,-0.4849917924,3.6968491538,0.152946822481703,0.9027627384,-2.5649827571,0.4731707317,0.0581586324,-0.0035926737,1.882351715901235,0.4132140986467621,0.2280942373,4.2106270921,0.18526163568984422,1.2758002274,-1.1935005512,5.575949103146316,6.1,5.4,5.624357549496872,3.0510901758439983,0.3105689121929999,0.42090196306545385,-0.8889171103050001,201.3333333333,5.410156848303721,3.4732979833,0.3128503346,0.12624981995368567,4.892852258439622,0.5268639322,0.1623821543,3.230619921,0.30869194920000004,0.6817335147842903,-1.4294105849,-0.1781321821,1.3865400442,0.2590604187,1.1596119826,-0.3604758638,7.399388816306641,8.0,9.0,3150.75,0.139032773,-0.18082461760000001,-0.058133209400000004,0.8595945988,-0.14828079348466244
s108,1.9503838520999999,-0.3066062248,0.23508184000000001,2.4779112003,1.1314021114911006,31.25,2.8628049486,26.0909090909,1.5312846910382085,-0.3507593277,-0.7890531868,3.4592388414,0.3602505287,0.740512971934771,-0.1971741157,-7.04788013220147,-6.104244563761163,-3.54765797911403,4.7455464929,-1.1777427939747633,1.1600704622,0.8333333333,0.1666666667,2.3333333333,0.025,2.0,0.0064789660977090735,-0.33333333330000003,2.2083333333,0.20532029615985062,2.0,-0.0032380952,-1.1011904762,0.2988315297831577,0.3021064732750776,7.5,5.9,2.1103743933,0.6037034167,2.0046118828,-0.4680978309,0.2222222222,-3.0635588542,-0.6419769273,0.3298219498,4.6604910377,1.3686286798692333,0.0554781359,1.2194878944627645,-1.2083775268,3.5486526974,170.0,3.6506150697099113,2.387934993082531,0.8568707964000001,6.0,0.6493670464,0.0011092367,0.9980468750000001,0.0011553137,0.6944444444,-5.553730190361736,-0.8151194069000001,0.1214749234,1.7371923358,0.1746416888738402,2.0755298846,-0.2128585163,329.6216666666731,3.840164836266002,0.09502293459736794,1.8259097097929993,-1.1513171366699997,-0.3801856943820001,1.5710347008,0.7158632512,13.0,1.4726449004,0.6233584736000001,2.1192568146,-0.29513883960000004,3.6689125148,0.07277830754141089,2.1041023971,-2.0433224831,0.5693069307,0.1124989639,0.0015797874,2.0148121278383146,0.29174680083904797,0.2756538799,3.3198422928,0.09458843986725078,1.5780768566,-1.0333193698,5.799092654460526,5.9,6.3,5.795551036794459,3.2609886568,0.3475542393,0.6849817091016466,-0.9913364052,270.3333333333,5.5073619934827445,3.8394968684,0.3620220739,0.5676776983722005,4.467821994837251,-0.038659928100000004,-0.0104851765,4.2794890051,0.34916125070000004,1.0281463243553517,-1.0322176549,-0.07779431,2.4358789149,0.4015806443,1.6935068594,-0.1578410932,7.967926272893727,-6.0,8.0,6098.4166666667,0.9026365952000001,0.5747881101,0.6587341262,0.9997495085,-0.981067627020553
s110,2.5983389353,-0.9010401358000001,0.21421684300000002,1.2406351537,0.3364722366212129,29.7391304348,11.066811117,17.0833333333,1.7966843879325558,-0.38048931480000003,-0.8250866568,3.9583318192,0.2632296147,0.790009215886098,-0.8413635836000001,-4.593403723123269,-3.2789127733047176,-1.9302675105658005,3.2596597644,-1.3691587235518683,1.0460673058,0.5,0.1666666667,9.9166666667,0.025,2.0,0.009785300701788277,-3.8333333333,20.7916666667,0.29982595289320135,1.0,0.0008950137000000001,-5.8169577109,0.5527845082426811,0.35896148630714564,5.1,4.3,1.7946423615,0.3527600685,1.3303035749,-0.5411100294,0.3344444444440001,-1.8802808025000002,-1.0699535788,-0.7431748626,3.0696269408,0.7093932329407671,0.0614036018,0.5575205249756917,-0.6529863250000001,2.9892151171,95.0,4.285442751539002,0.29406605572281797,0.3968411315,9.0,0.6178581238,0.002018817,0.6774986267,0.0017493105,0.4166666667,-3.664674886451777,-0.8815488566,-0.1241388548,0.5324592842,0.3675899421427775,1.4246179653,-0.19558512320000002,345.616666666672,3.4701954124549985,0.10161468043085028,1.7402273954779994,-0.8966796374429997,-0.345222788718,0.4891011677110001,0.5003159652,7.0,0.5738363511,0.3005327901,1.5543903409,-0.3279980062,3.3374884211999998,0.22289754313667942,1.5260267336000002,-2.0821540467,0.48166259170000003,0.0077536911000000005,-0.0026601579,1.218110697533963,0.24028953190628435,0.35005644550000004,2.1946702095,0.17122877559450514,1.0957474025,-1.475559184,5.6577385361547945,5.3,5.1,5.685022727691124,2.544478244761,0.3208568905220001,0.5129372875202037,-0.8330426514289999,274.4541666666609,5.6403422387391124,2.5849355176920006,0.3095179507139999,0.49295472929415896,4.833840815673957,-0.018164926712999994,0.16742856727499994,2.3136571014,0.30439180050000003,0.42406896193370075,-1.4487694585,-0.172582415777,1.492217017828,0.2926861760079999,1.7409574038629998,-0.23365298842199994,7.75202872917824,0.0,9.0,5610.5,-0.3449726868960001,0.148459950451,-0.3816502084890001,0.8923197916000001,-1.108608779910652
s111,1.9731737101000002,-0.4075008338,0.0738709724,2.4807807701,0.9360933591703348,26.4,14.5315748172,19.3181818182,2.4117129646093547,-0.4908678121,-0.8716907370000001,3.1884641483,0.3649056674,0.6052843846160434,-0.5597080731,-1.1150776529483766,-1.7822172509484262,-1.343923566609785,4.4271222029,-1.312354458289026,1.9983815226,0.6666666667000001,0.33333333330000003,9.25,0.1833333333,0.0,0.0028293269769204487,1.5833333333000001,15.3333333333,0.19518624001160054,0.0,0.0036238095,-0.48095238100000004,0.38077800368428955,0.20432131291494457,8.5,10.6,3.0012778444,0.33700527900000005,2.0690700842,-0.3604056969,0.5277777778,-2.0823886659,-0.7159278084,-0.3536410916,3.775523272,0.7278469926593131,0.0056758367,0.9544055009659201,-0.9279719736029998,5.327301583,113.0,4.4713227509748625,0.3498535379707482,0.2565783653,8.0,0.6233879924,0.0008840755000000001,0.8870090485000001,0.0015282755000000001,0.5833333333,-3.664674886451777,-0.9713153126,-0.37835736880000004,0.6228090188000001,0.1376491601086895,1.8824283722000001,-0.34491965420000004,327.1733333333411,3.5103790818049987,0.10950005992093503,1.9207917952970004,-1.0497450753469997,-0.3556196931310002,13.5430138153,0.76780885,12.0,1.2419032845,0.47391579780000004,2.0179628114,-0.2707006726,1.8317983577999999,0.11840950017481161,2.6536393688,-0.6446587138000001,0.5940594059000001,0.0562532564,0.0020250648,1.436176325463306,0.37947538979310413,0.3247785711,2.4193836737,0.08663715736986798,1.8284725751000002,-0.6288468928000001,5.728475087246572,6.1,5.5,5.327066779833861,3.8706433494,0.269492756,1.2265262800081287,-0.5060557218,350.6666666667,5.6185876285929695,2.8385933239,0.2604724972,0.7110327762796168,4.8541548359577,-1.2827744761,0.04378485939799999,2.6263031419000002,0.3142526295,0.7227181328733084,-1.0877120484,-0.2303566928,1.7428806935,0.320246876,1.726994461,-0.27124270240000004,7.5311503713516235,3.0,10.0,2895.5,-1.5838205555,0.3114051986,-0.9301934173,0.2073175136,-1.3800013020186568
s112,2.5706198963,-0.6976716203000001,0.2283517901,1.9613779266,0.7654678421395714,31.2272727273,8.234259548,24.0,1.9403826707695022,-0.43489375620000004,-0.7735069291000001,4.621064245,0.2790536944,0.9282332211801162,-0.9282315018,-5.887811015518848,-2.7384062211274225,-5.636196828847016,4.2768731713,-1.6187469867262125,1.6264091411,0.5,0.1666666667,6.2083333333,0.28750000000000003,3.0,0.017512425117385825,-1.2083333333,9.125,0.4391267337038855,3.0,-0.0119298246,-3.149122807,0.47933454670549563,0.04054332734416385,8.2,7.6,2.7124922036,0.45293035130000003,2.0774475611,-0.6984560774,0.4722222222280002,-0.5146140647,0.3217024016,0.0,5.3201349372,1.2742473758483646,0.06420383560000001,1.5475977668391188,-1.070541321,3.8243251091,211.0,4.285442751539002,0.29406605572281797,0.3968411315,9.0,0.6868490219000001,0.0018928788,1.0,0.0026576173000000002,0.47222222220000004,-1.8444397271102142,-0.9731573638000001,0.0285214618,2.489270091,0.29529522149931553,2.1484449976,-0.40591147200000005,253.6666666667,3.0950488211,0.1309146444609018,1.3173702712,-0.3376094133,-0.49466820170000003,-4.4643476582,0.4396209612,15.0,1.6345198881,0.39848446400000004,2.4602294752000002,-0.0606400952,4.0868789289,0.10959983606752621,1.6339290711999999,-1.5714664711,0.47549019610000004,0.0627432814,0.001088697,1.847294712957459,0.4247473070638284,0.2577556525,3.3640227792,0.17581653351588528,1.6572022879000001,-0.3985442624,5.474369310328396,7.5,5.6,5.280662431309316,2.280283315,0.2750296172,0.30222620453522364,-0.5890031138,182.3333333333,5.2924669528696935,2.9792873270999998,0.24013782,0.38260095657357096,4.848116364598481,-0.32183451100000005,-0.5873223723000001,3.5838996941,0.2621996187,0.9885188298024566,-1.0663762946,-0.2322462295,2.377986661,0.2673552849,2.1442323776,-0.48480478120000003,6.997368649792324,25.0,7.0,2776.6666666667,0.7151107724,-0.0704879881,-0.0129838665,0.4930716828,-1.0831456145157252
s121,1.9048883428,-0.3424876288,0.0551743155,2.6046378488,1.0818051703517284,33.5,10.8069178624,28.0,2.180103902148506,-0.3195998573,-0.8297711253000001,3.1773611733,0.4304758635,0.7205671016854278,-1.0237218882,-8.341249848920626,-6.734813407557127,-7.290291915047065,3.7729429142,-1.2184357696053163,2.2266423738,1.0,0.0,8.0,3.9898639950000005e-16,1.0,0.01275168389225211,0.0833333333,17.25,0.2933131622143497,2.0,-0.0072676056,-1.9647887324000002,0.3998059215430748,0.2826054042003217,7.7,8.5,1.6291589006,0.5486244794,1.9775624445000002,-0.37161607760000004,0.9444444444000001,-2.9789757456,-0.5388962734,-0.4424163399,3.1063759132,0.47540779850761794,0.0463331744,0.8604883542014345,-1.0082628,2.672669815,210.0,3.6506150697099113,2.387934993082531,0.8568707964000001,6.0,0.8113300323,0.0012032597,1.0,0.0015905436,0.5833333333,-6.449609932071972,-0.5513283208,-0.0485510843,1.0701339511,0.19428552130164084,2.0617614062,-0.2678460535,341.6666666667,2.1453064577,0.0781406051768493,1.2808326524,-0.2746602255,0.0653007102,2.5333680133889995,0.7371513646000001,12.0,1.5216611699,0.5724916479000001,1.7428045483,-0.5327117577,2.5210923745000002,0.009351121660221964,1.5144216993000001,-0.9994666399000001,0.4151898734,0.0228190583,-0.0047300903,1.6088840746342559,0.39470697704557656,0.2366323851,2.592062219,0.0036070424934422506,1.8554553594,-0.49198609520000003,5.975081067857458,6.5,4.6,6.059512527881906,2.1696747454,0.3764480331,0.3117052897056139,-0.6433692851,360.5,6.031486221457388,1.8394182962999999,0.2909762678,0.463737477798476,5.116995310086966,-0.0698209122,0.1768945971,1.6265449168,0.36538943651800015,0.3485947020135326,-0.6981337390000001,-0.149192981,1.5933571571,0.30724521600000004,1.7068654131,-0.33058323900000003,7.478943865684981,6.0,9.0,3042.75,-0.23083977830000002,-0.4546225567,-0.19657400260000002,0.185026834,-1.6297089164715428
s128,2.5332882131,-0.5168054482000001,0.0890259714,2.3915198015,0.9360933591703348,28.6956521739,8.0081480245,21.8421052632,1.801403068043761,-0.3702933694,-0.8854411103000001,3.1343036757,0.3946687687,0.5524916544802614,-0.8325118059000001,-5.520247429437237,-2.6944420420293036,-4.328041651732453,3.4521784034,-1.154073192646451,1.2341411949,0.6666666667000001,0.33333333330000003,7.25,0.1,3.0,0.008464078412129364,-2.25,8.875,0.3854778639713444,2.0,-0.0076392294,-1.4827370528000001,0.721684338916589,0.6118984247109298,7.4,6.2,3.6471924125,0.4197364578,1.5831708447000001,-0.5285277251,0.380000000002,-1.1196138126,-3.2778436303,-0.9389161248000001,0.1035391316,0.11310401444539511,0.33500742380000004,0.12190470854734657,-1.1652624446,3.6348828618,155.0,4.285442751539002,0.29406605572281797,0.3968411315,9.0,0.7680843353,0.0012677962000000001,0.8839675903,0.0015923410000000002,0.5833333333,-2.748384152235016,-1.1716417427,0.0766680478,2.0269814395,0.13758305806899618,2.1208571093,-0.4475360047,380.1666666667,3.2936646895,0.04843254518376552,1.1065496881,-0.493338323,-0.2566328039,-8.5778172494,0.6289838072,13.0,1.9375025058,0.4384233518,1.7110003216,-0.5095442999,2.7043895344,0.12875691036456188,1.6075629699,-1.4205485787,0.4485294118,0.0256165128,0.0005613158,1.746396168446865,0.3841396487676219,0.19311485350000002,3.3206068899,0.0839059341645525,1.5645607311,-1.1475954798,5.8522024797744745,5.4,5.8,5.905361848054571,2.8134911131,0.3473181249,0.2811036963795514,-0.8521813789,312.6666666667,5.918893854273146,2.6077542767,0.3459274007,0.299823316081034,5.137757301535399,0.1092711155,0.006892787500000001,3.1743402921,0.36199191750000004,0.8117227689967186,-1.533946892,-0.175631679,1.9677996842,0.4099529517,1.459203062,-0.141753027,7.5157126548051085,1.0,8.0,7186.3333333333,-0.2722315269,0.0315648018,-0.5153969343,0.8630164529000001,-1.2786784286278727
s129,1.8603566292,-0.4764066959,0.038655023000000004,1.9576580849,0.4382549309311553,32.2380952381,12.8526447158,20.5263157895,2.3726774835509676,-0.5257178707,-0.7528327023,3.9070332932,0.3905038187,0.8183458444418993,-1.0544410078,-6.9393431644213495,-7.982237552312426,-7.667265577577975,4.2944358218,-1.206440735497717,1.3186004009,0.5,0.1666666667,3.75,0.033333333300000004,2.0,0.014724395365535829,-1.25,4.5416666667,0.252582208396866,2.0,-0.006723577200000001,-1.7357723577000002,0.506212145501971,0.6659139572357863,6.1,5.8,2.0172580569,0.5464528847,1.6597945718,-0.7565455069,0.6111111111,-1.0036986596,-0.3697212467,0.0,5.3201349372,1.1470448745648443,0.2556612614,1.16408333027953,-1.0170844173,3.9312389163,206.0,4.285442751539002,0.29406605572281797,0.3968411315,9.0,0.8792638779,0.0013619672,0.8770751953,0.0013185733,0.5555555556,-7.824046010856292,-1.283754448,0.0809003301,2.1586189092,0.20430021864856956,1.5777950064000001,-0.2106061069,308.6666666667,3.8437894661,0.10525021780524176,1.8267682221000001,-1.1891560205,-0.322713493,4.335691452389001,0.5055458483,10.0,1.7245305499999999,0.47389601600000003,1.9924109148,-0.3593742703,2.8911659773,0.13239256570724148,1.4267473156000001,-1.0425626841,0.4191176471,0.0948302474,-0.0018224810000000001,2.173162036593053,0.3368556946632083,0.13520988450000002,3.1054679849,0.08774424819058169,1.4922245617,-0.9820172264,5.902633333401366,5.9,5.6,5.85172343784905,2.2389418593,0.29944183220000004,0.37321377428061336,-0.9894970418000001,281.5,5.65832010057956,2.8257417786,0.3611053178,0.26594522808021837,4.755025941532756,-0.11200594200000001,0.4799330362,1.9143254558,0.3695662185,0.48057531553247906,-0.8991990253000001,-0.2761897135,1.3597327883,0.3764702393,1.4634572758,-0.43614827240000004,7.570494797120657,13.0,7.0,3584.75,-0.8669558357,0.1435223481,-0.6638107554,0.8635762622,-1.0800697181454242
s142,2.4480229971,-0.6417276293,0.0440107818,3.0930148126,0.8109302162163288,18.0909090909,2.6169609948,18.9583333333,1.5272078236759095,-0.4646572888,-0.7303891316000001,4.0990490902,0.3436665756,0.9027674064710883,-0.39711750970000004,-10.019504648382483,-6.507154248007052,-3.8080941776464865,3.9656887918,-1.3610450941244805,1.8156366601,0.5,0.5,7.5,0.06612500000799998,3.0,0.011104779765070894,-2.5,5.7916666667,0.4810667391835096,1.0,0.0007142857000000001,-0.2916666667,0.35816414546749176,0.5090290476691847,6.9,5.2,1.6012168635,0.33607534710000003,1.7058171268,-0.5051107305,0.401111111114,-1.2105189238,-0.9072355806,-0.5629734621,4.194188013,1.090618108688667,0.008530007000000001,1.1608092635559792,-0.5400116798,3.2151644074,212.0,4.285442751539002,0.29406605572281797,0.3968411315,9.0,0.7684188843,0.0024697789,0.9909179688,0.0022422898,0.5277777778,-1.8444397271102142,-1.1723008603,-0.20568882600000002,1.7253676526000001,0.20487494449920896,2.8268284431,-0.1321642167,259.8333333333,3.8765055757,0.08212828070724798,1.7283974859,-0.7793262316,-0.5113100046,2.8859899570160015,0.4560966407,7.0,1.5309271451000002,0.45158592270000003,1.8015580641,-0.3757570167,4.9642767217,0.16265671457997471,1.9142499787,-0.8080488450000001,0.3613861386,0.0240121709,0.0009322925,1.8213352437244765,0.6914481378539907,0.08713742990000001,1.9437016364000002,0.09127822374649533,1.6281512291,-0.24978386200000002,5.75890177387728,6.4,5.1,5.574053367981417,3.1560177416,0.3573737306,0.951903378468931,-0.6635912346,232.0,5.462418377228604,3.3112990289,0.3700820704,0.6691613747078302,4.7420293687055795,-0.012484824200000001,0.2440873574,3.5476278875,0.3473463614,0.7873471227785434,-1.535439895,-0.1904293458,1.3003093325,0.1403065556,1.8921325051000002,-0.1813859968,7.293579691126988,4.0,9.0,3968.1666666667,-0.07090241589300003,0.03354796039900001,-0.00944836457200001,0.8598967579000001,-1.0305951827655933
s145,2.4717629531,-0.707072102,0.1300639646,2.5207679753,0.6418538861723947,32.380952381,10.7957222569,33.4210526316,2.7112974014825046,-0.3962337369,-0.8751412427,2.4416020612000002,0.3131603792,0.5358406820042008,-0.5244756785,-6.551398205558884,-5.04979546708213,0.05856551799884183,3.2763989816,-1.4766427636455688,1.1476242912,0.8333333333,0.1666666667,8.0,0.058333333300000005,2.0,0.009785300701788277,-2.1666666667,15.2916666667,0.24538437297375035,1.0,-0.0039125296,-2.6052009456,0.4443416129259888,0.23885005686784047,7.2,6.9,1.8109079108000001,0.3998851869139999,2.5550883291,-0.2891882286,0.2222222222,-3.7249971695,0.17454268950000001,-0.0239686552,3.1161783991,1.0282080500996087,0.22368420400000003,0.08512306838994299,-1.5092602536,2.9468872438,120.0,4.285442751539002,0.29406605572281797,0.3968411315,9.0,0.8040359497,0.0011578557,0.9466796875000001,0.0013565213,0.4444444444,-2.748384152235016,-0.8274325662,0.1045859202,1.4388665966,0.19411169951788934,2.0976907857000002,-0.3037611495,353.46333333333604,3.33017797607,0.11011878501465558,1.7861037527059997,-0.9148328848809995,-0.34360541574700015,3.7619844141330003,0.5746654042,8.0,1.5356830688,0.6693502397000001,1.9205181813,-0.38086692800000005,2.1702446274,0.17388564533863288,1.6882034773,-0.4204584289,0.43137254900000005,0.0491383223,-0.0023224833000000003,2.074013349402694,0.39453738423001233,0.17905685600000001,2.9748832126,0.14101998514219036,1.0021604721,-1.1595573963,5.58724865840025,5.6,5.2,5.733341276897746,2.3896737227,0.23562854360000002,0.38689446817580603,-0.7369506677000001,281.22333333332796,5.705237315591522,2.7151231252340007,0.32842241843899983,0.4235688676914461,4.8967005863280475,-0.074445324206,0.13470358363700002,1.5317949239000002,0.3298697673,0.42240859994303237,-1.1240553577,-0.1565702007,1.521358177,0.20426334740000002,2.1245229642,-0.3595648712,7.724984135568556,8.0,8.0,3378.3333333333,-1.1253289999,0.8315630555,-0.6997601676,0.7981536578,-0.5527496089355184
s149,1.7832240845,-0.36026157140000004,0.026334105700000002,2.8050199015,0.8754687373538999,2.0666666667,0.2537081317,2.1034482759,0.2699767899151219,-0.5198746783,-0.9019692151,3.7951980782,0.4109398971,0.6871392978705966,-0.523497627,-6.822567797612691,-6.341435044729682,-4.678917646210972,3.6873515053,-1.419366945862932,2.2731452827,0.8333333333,0.1666666667,13.0,0.058333333300000005,1.0,0.009455158770754977,-3.75,9.3333333333,0.19812008007014967,1.0,-0.0017809524,-4.6714285714,0.4155889493860759,0.46683399594874037,9.5,10.6,2.3929620096,0.3553351691,2.283883967,-0.5426555052,0.6944444444,-2.0273124396,-0.33538831500000005,0.0,5.3201349372,1.5110816882654519,0.0850978929,1.4891941824110648,-0.6385135918,3.4121682313,111.0,4.508506592354411,0.473950802024535,0.3752535483,7.0,0.8774719238,0.0012237025,0.99453125,0.0017994426,0.6666666667000001,-6.449609932071972,-0.8598664698,-0.1417096065,1.5203585651,0.2403686494381927,2.1597994758,-0.43197036850000003,301.8333333333,4.1599701205,0.15544688436250187,2.8546151319,-0.98854756,-0.2177939244,4.557027728101999,0.5103874254,10.0,1.9961010096,0.4944334871,2.4248910687,-0.3913668376,4.0199218047,0.08294351410952361,2.6432171769,-1.4257278111,0.4938875306,0.0450390832,-0.0013942374000000001,2.657011164816399,0.4799984562005215,0.1459296119,2.7858435978,0.08666467535389609,1.9037220526,-0.4060383788,5.809409057845373,6.0,6.3,5.770921777493726,2.9491723557,0.3886818986,0.7131371139406961,-1.0489811649,289.3333333333,5.654825629929787,4.2027731569,0.2971704791,0.8615455326176237,4.675939256875988,0.1580629298,-0.1871993556,2.8601684432,0.3982422111,0.9747145622612082,-0.6311986953000001,-0.16847415170000002,2.4074334794,0.34330046340000003,1.9568693062,-0.2079281252,7.696696528986929,8.0,8.0,3865.25,-0.6347735844,0.008401998,-0.5667805989,0.8186787320000001,-1.6191578387374355
