,adaptive_n_back.hddm_drift,adaptive_n_back.hddm_drift_load,adaptive_n_back.hddm_non_decision,adaptive_n_back.hddm_thresh,adaptive_n_back.mean_load.logTr,angling_risk_task_always_sunny.keep_adjusted_clicks,angling_risk_task_always_sunny.keep_coef_of_variation,angling_risk_task_always_sunny.release_adjusted_clicks,angling_risk_task_always_sunny.release_coef_of_variation.logTr,attention_network_task.alerting_hddm_drift,attention_network_task.conflict_hddm_drift,attention_network_task.hddm_drift,attention_network_task.hddm_non_decision,attention_network_task.hddm_thresh.logTr,attention_network_task.orienting_hddm_drift,bickel_titrator.hyp_discount_rate_large.logTr,bickel_titrator.hyp_discount_rate_medium.logTr,bickel_titrator.hyp_discount_rate_small.logTr,choice_reaction_time.hddm_drift,choice_reaction_time.hddm_non_decision.logTr,choice_reaction_time.hddm_thresh,cognitive_reflection_survey.correct_proportion,cognitive_reflection_survey.intuitive_proportion,columbia_card_task_cold.avg_cards_chosen,columbia_card_task_cold.gain_sensitivity,columbia_card_task_cold.information_use,columbia_card_task_cold.loss_sensitivity.ReflogTr,columbia_card_task_cold.probability_sensitivity,columbia_card_task_hot.avg_cards_chosen,columbia_card_task_hot.gain_sensitivity.logTr,columbia_card_task_hot.information_use,columbia_card_task_hot.loss_sensitivity,columbia_card_task_hot.probability_sensitivity,dietary_decision.health_sensitivity.logTr,dietary_decision.taste_sensitivity.ReflogTr,digit_span.forward_span,digit_span.reverse_span,directed_forgetting.hddm_drift,directed_forgetting.hddm_non_decision,directed_forgetting.hddm_thresh,directed_forgetting.proactive_interference_hddm_drift,discount_titrate.percent_patient,dot_pattern_expectancy.AY-BY_hddm_drift,dot_pattern_expectancy.BX-BY_hddm_drift,dot_pattern_expectancy.bias,dot_pattern_expectancy.dprime,dot_pattern_expectancy.hddm_drift.logTr,dot_pattern_expectancy.hddm_non_decision,dot_pattern_expectancy.hddm_thresh.logTr,go_nogo.bias,go_nogo.dprime,hierarchical_rule.score,holt_laury_survey.beta.ReflogTr,holt_laury_survey.prob_weighting.ReflogTr,holt_laury_survey.risk_aversion,holt_laury_survey.safe_choices,information_sampling_task.Decreasing_Win_P_correct,information_sampling_task.Decreasing_Win_motivation,information_sampling_task.Fixed_Win_P_correct,information_sampling_task.Fixed_Win_motivation,keep_track.score,kirby.hyp_discount_rate_large.logTr,local_global_letter.conflict_hddm_drift,local_global_letter.global_bias_hddm_drift,local_global_letter.hddm_drift,local_global_letter.hddm_non_decision.ReflogTr,local_global_letter.hddm_thresh,local_global_letter.switch_cost_hddm_drift,motor_selective_stop_signal.SSRT,motor_selective_stop_signal.hddm_drift,motor_selective_stop_signal.hddm_non_decision.ReflogTr,motor_selective_stop_signal.hddm_thresh,motor_selective_stop_signal.proactive_control_hddm_drift,motor_selective_stop_signal.reactive_control_hddm_drift,probabilistic_selection.positive_learning_bias,psychological_refractory_period_two_choices.PRP_slope,ravens.score,recent_probes.hddm_drift,recent_probes.hddm_non_decision,recent_probes.hddm_thresh,recent_probes.proactive_interference_hddm_drift,shape_matching.hddm_drift,shape_matching.hddm_non_decision.ReflogTr,shape_matching.hddm_thresh,shape_matching.stimulus_interference_hddm_drift,shift_task.acc,shift_task.learning_rate,shift_task.learning_to_learn,shift_task.model_beta.logTr,shift_task.model_decay.ReflogTr,shift_task.model_learning_rate,simon.hddm_drift,simon.hddm_non_decision.ReflogTr,simon.hddm_thresh,simon.simon_hddm_drift,simple_reaction_time.avg_rt.logTr,spatial_span.forward_span,spatial_span.reverse_span,stim_selective_stop_signal.SSRT.logTr,stim_selective_stop_signal.hddm_drift,stim_selective_stop_signal.hddm_non_decision,stim_selective_stop_signal.hddm_thresh.logTr,stim_selective_stop_signal.reactive_control_hddm_drift,stop_signal.SSRT_high,stop_signal.SSRT_low.logTr,stop_signal.hddm_drift,stop_signal.hddm_non_decision,stop_signal.hddm_thresh.logTr,stop_signal.proactive_SSRT_speeding.logTr,stop_signal.proactive_slowing_hddm_drift,stop_signal.proactive_slowing_hddm_thresh,stroop.hddm_drift,stroop.hddm_non_decision,stroop.hddm_thresh.logTr,stroop.stroop_hddm_drift,threebytwo.cue_switch_cost_hddm_drift,threebytwo.hddm_drift,threebytwo.hddm_non_decision,threebytwo.hddm_thresh,threebytwo.task_switch_cost_hddm_drift,tower_of_london.avg_move_time.logTr,tower_of_london.num_extra_moves,tower_of_london.num_optimal_solutions,tower_of_london.planning_time,two_stage_decision.model_based,two_stage_decision.model_free,two_stage_decision.perseverance,writing_task.neutral_probability,writing_task.positive_probability.logTr
s034,2.9532286008,-0.48019992650000004,0.2793034667,2.0514095417,1.1631508098056809,44.4444444444,14.951774328,13.6363636364,1.7965680044033248,-0.4881118419,-0.7375660016000001,3.7211886713,0.32966058070000004,0.6805613530118111,-1.3788653339999999,-5.19361058252618,-3.3384564351942894,-3.0169319695363197,6.2888591755,-1.4144934643592302,1.9111191371,1.0,0.0,24.0416666667,0.0458333333,1.0,0.004987541511038968,-3.7916666667000003,22.0,0.2549189075334649,1.0,-0.0066181172,-4.7238010657,0.4122780069852654,0.3375139668318332,7.2,6.9,3.3417631930000002,0.3555201773,1.8982402516999999,-0.62623896,0.4094444444490001,-2.9513577508,1.3393793366,0.1910395678,4.9380558016,1.5731457982463202,0.203621444,0.7642749727211006,-0.8987979042919997,3.8371071124519984,202.0,4.285442751539002,0.29406605572281797,0.3968411315,9.0,0.7963762283,0.0018475266000000001,0.8335723877000001,0.0021623757,0.5277777778,-1.8444397271102142,-0.9641512781,-0.2894830907,2.0820772884,0.21436021982511969,1.7568773325,-0.4761328959,424.3333333333,4.1852169542,0.12525117299101327,1.9396131553,-1.5681187945000001,-0.6143793818000001,0.2701454585380004,0.3647836808,8.0,1.9697934885000001,0.45687796350000004,1.9350637711,-0.4734915682,4.0137245841,0.1667835668611402,1.229319962,-2.2480662263,0.4975609756,0.0993308563,0.0046183133,2.366280041959015,0.37605656243686936,0.2060162747,5.4764875449,0.1673683550135276,2.5361203844,-0.747389277,5.800606659291741,7.0,5.4,6.113682179832232,2.2456882155,0.3232405799,0.25551852469261627,-0.8738300827000001,242.5,5.558114235510153,3.4624088311,0.2869463624,0.6931148106860466,4.85072733213894,0.07571662800000001,0.0924528426,2.6757790738000002,0.30082981880000004,0.5087966976667531,-0.8849130685000001,-0.2183647255,1.6825973619,0.3311953078,1.5366492552,-0.4582037666,7.358742430168714,9.0,9.0,3942.25,-0.6255572799,0.0461894874,-0.6342458085,0.8095301792,-0.6553479944129776
s042,2.6800857606,-0.7150340091,0.3093427723,1.9254315418,0.6931471805599453,39.1818181818,3.6727615617,24.6315789474,1.1005568729047093,-0.5655058698000001,-0.8210932565,3.4714958959,0.4137944295,0.52041268129686,-1.0770736032000001,-10.703752347103014,-9.104532756282476,-6.283321990970244,2.8893644835,-1.1700339551124832,1.2138531724,0.8333333333,0.1666666667,15.0833333333,0.033333333300000004,1.0,0.005816385288299828,-3.6666666667000003,21.6666666667,0.14435940296919006,2.0,-0.0056666667000000006,-2.3714285714,0.4225402013505021,0.4034760218537398,7.4,6.2,2.0905656174,0.5096766769000001,1.8045384260000001,-0.7090812492,0.5722222222140002,-1.5698199324000002,-0.0040794372,-0.14226252420000002,3.3527661372,0.7725229893520027,0.0152082724,0.9006206856529826,-1.070541321,3.8243251091,244.0,4.575788509069061,0.6019739301410078,0.0438060331,4.0,0.7636707306,0.0021105786,0.9679077148,0.0019073622,0.47222222220000004,-8.511264302067358,-1.0812957372,-0.0878871838,2.1930571134,0.23116060095921642,2.4216364117999998,-0.3214842426,341.2950000000061,3.3749227471019996,0.10104118106035517,1.6358271329340002,-0.8838991758729996,-0.38243328601000015,-3.6154287001,0.7048703801,16.0,1.1805052216,0.524637659,1.8256753027000001,-0.4569410392,3.2142326525,0.15187917837725853,1.8105620827000002,-1.3789481397,0.6098765432000001,0.0870670892,0.0012161664,1.9417840649083784,0.4468181532760603,0.2214668351,2.1851604614,0.07648500358897314,1.5153957435,-0.723098941,5.834810737062605,6.2,6.7,5.881928660039675,2.3399980055,0.3595721152,0.2778865539780581,-0.8051358007,342.6666666667,5.861260944576229,3.0913221278,0.3281120188,0.3975851433080254,4.783316371371566,-0.2889306259,0.1434238898,2.6666425151,0.4309135535,0.7084998318242519,-1.4975949358,-0.22343354170000002,1.7059058455,0.3689771874,1.7607519037000001,-0.1939604114,7.454513749254194,26.0,6.0,2378.3333333333,1.5248496101,-0.6921747384,0.857728323,0.2040754317,-1.7770358228527814
s049,2.7851452387,-0.822448434,0.1352471864,2.0467018965,0.5007752879124892,33.0952380952,9.9343080378,25.1333333333,2.760799416403033,-0.6738686273000001,-0.8651141146,4.6328335856,0.3189197098,0.859162793471002,-1.7393475973,-6.952249842468917,-6.422275648213015,-3.319014536793728,3.2233284518,-1.3248443595524688,1.3442311341,0.33333333330000003,0.6666666667000001,17.6666666667,0.05,1.0,0.007802812029946614,-4.25,25.2083333333,0.12807414900865632,0.0,0.0004225352,-0.5140845070000001,0.5194034812082634,0.27834872578796716,7.1,5.2,2.3237469461,0.3454205395,2.2775554779,-0.44924915260000003,0.0555555556,-1.8777105699,-0.3684057532,0.0,5.3201349372,1.4544731169546068,0.0614131541,1.4102706864084842,-1.0385004382,3.3813588491,149.0,4.508506592354411,0.473950802024535,0.3752535483,7.0,0.8391448975,0.0025828386000000003,0.9008956909,0.002726907,0.47222222220000004,-2.748384152235016,-0.8207046009000001,-0.1931598867,2.6114872985,0.2613585586071534,2.4300645767,-0.1928291242,283.5,3.9787192005,0.10229107889285649,1.7915740162,-1.0274757141,-0.3911287959,3.8647296831699993,0.5037524114,8.0,1.6276571483,0.5850302861000001,2.0057325893,-0.21527292280000002,3.7608582063,0.114965011330763,1.8676206324,-2.2042670534,0.4556650246,0.0534967625,0.0027792796,1.966180315287429,0.21831908667741431,0.2019297618,3.1464213556,0.12748645083586627,1.2802410939,-0.9961478596000001,6.0390635259072605,4.1,5.1,5.80764186418766,2.6778743711,0.3634387103,0.48985848262908976,-0.6323885343,222.8333333333,5.455321115357702,3.1135280062,0.3719574674,0.3118208747907315,4.805386232658869,-0.3238974602,0.0738401873,1.8661937754,0.3089494687,0.5701723381688024,-0.4428573636,-0.1488738778,1.9760588882999999,0.29537529690000003,1.9541245386,-0.3221325698,7.4222616205877,13.0,6.0,5014.7083333333,-0.30526746798100013,0.06986504342900003,-0.3025657842550001,0.38232337240000003,-0.40196482216285767
s060,2.395576102,-0.2465959332,0.2860615318,2.1221544758,1.1631508098056809,49.6666666667,1.2909944487,25.7894736842,0.9354806958049668,-0.3672993966,-0.8154067712,4.1734181241,0.3581501369,0.5953369481417887,-1.1101175564,-4.491719481340037,-5.7550548850512975,-3.8933028412347968,5.101533302,-1.1921639728425746,1.2199489958,0.8333333333,0.1666666667,3.6666666667000003,0.0833333333,3.0,0.009455158770754977,-2.4166666667,5.0833333333,0.21016256165049513,2.0,-0.0075955511,-2.8417593529,0.4236686618157484,0.46855042923689244,10.4,9.2,2.5319556371000003,0.49509747740000004,1.6707965677,-0.3906219852,0.5277777778,-3.7861173625999998,-0.3978945325,0.1910395678,4.9380558016,1.4652358531780196,0.2672615236,0.5467432808885925,-1.1195720593,3.7262636324000002,229.0,4.285442751539002,0.29406605572281797,0.3968411315,9.0,0.9847656250000001,0.0006895626,1.0,0.0013037095,0.75,-4.625581180301964,-0.8435777771,-0.3122524331,2.4582442172,0.22565206627803053,1.8920089762,-0.4592059402,360.5,3.2713413887,0.061426855893551284,1.5515178152,-0.5628270732,-0.7286314718,9.8923120515,0.467776179,16.0,1.9033375496,0.5019500827,1.4874386111,-0.3868005713,3.0949131373,0.11211842779431064,1.5411533918,-1.3846784259,0.46095717880000003,0.10761476360000001,0.0006108117,2.113954450105557,0.4117308318654465,0.1952101292,4.5189724087,0.11183966655432616,1.4384141065,-1.3524841347,5.762051382780177,7.3,6.9,5.947164288211489,2.5956730666,0.348767357,0.2618164505217506,-0.8782785202000001,282.5,5.867411898437909,3.8727293389,0.3350752467,0.48074431927931977,5.203090516604832,-0.2033664531,0.3317251623,3.3754616668,0.3687838688,0.5907939705332851,-1.0376490397,-0.3026080266,2.6398056052000003,0.3618675899,1.9893828139,-0.46628701,7.629618011378792,10.0,7.0,3764.0833333333,0.9961403040000001,-0.504659614,1.1115739755,0.30023393870000004,-1.2333075010110066
s062,2.3360088105,-0.5908031519,0.3058913616,1.8926036893,0.7419373447293773,22.4,3.5,25.5454545455,1.6562410587809828,-0.3189598984,-0.8262998530000001,3.8705195960000003,0.3704429817,0.9332991894250989,-0.8939157425,-5.7600496974895545,-4.695764636343307,-3.658145676407081,2.4343620544,-1.3036204918975194,1.3573893221,1.0,0.0,4.4583333333,0.10416666670000001,3.0,0.010939940038334263,-3.2083333333,13.7916666667,0.2003265848992656,0.0,-0.0006256158,-1.0201149425,0.5845693170067766,0.5479919542348906,7.2,7.5,1.9091928112,0.387822151,2.1403650589,-0.4258111257,0.2777777778,-1.0137167368,0.26323785250000004,-0.6932395302000001,3.1607721784,0.6075858618547245,0.2851411974,0.45970872750358655,-0.8075379761,4.3503317988,202.0,4.285442751539002,0.29406605572281797,0.3968411315,9.0,0.6650108576,0.0007856365,0.8120579243,0.0009199542,0.6944444444,-4.625581180301964,-0.9996214430000001,-0.5917043409,2.3202908777,0.1763466025025786,2.1995043631,-0.3579952053,352.5,2.7678369406,0.10559095002578799,1.5845971653,-1.3559425666,-0.3527347495,15.983269342,0.3731253503,13.0,1.6832400097,0.510357122,1.8684609506,-0.5305272609,3.6953637355,0.13867845030521597,2.1852835601,-2.7846467688,0.5461346633,0.0289312211,0.0024022426,1.4178949155515517,0.3892358195617647,0.3041431392,3.9061593496,0.1046678737868188,1.1525861022,-1.017596114,5.764813145847817,6.2,5.5,5.68697535633982,2.8829156869,0.3214657225,0.4096005198936033,-0.8408905102,264.1666666667,5.419797264085599,3.1368424403,0.33075986090000004,0.5054197352651512,4.285882774121438,0.071326841,0.27006653540000003,2.7179160710000003,0.426180235,0.5279204108757367,-1.1781192919,-0.3168331437,2.3512385244000003,0.36353666490000003,1.6440855044,-0.5793046722,8.010311170306288,8.0,6.0,4517.3333333333,-0.4801874887,0.1605851013,-0.6036176387000001,0.1718704859,-1.2275904413263246
s063,4.1041592864,-0.7998195956,0.0364009527,2.344400476016,1.2383742310432684,30.9130434783,11.851018535,16.2307692308,1.668027359293254,-0.4842272905,-0.7079714179000001,4.0769798533,0.39943044240000003,0.842561591007107,-1.0985399321,-3.437845085045951,-3.442046079663945,-2.55577767948183,4.0794338163580015,-1.259737978232034,1.5454337423800002,0.1666666667,0.5,10.375,0.0125,0.0,0.005650671541959903,0.0416666667,13.5833333333,0.21818546637972142,1.0,-0.0018660404000000002,-3.8192771084,0.3342138634150716,0.41059639504189543,9.2,7.6,2.8669870879,0.46761132990000004,1.6954248249,-0.2044908575,0.3827777777820002,-1.3768912972,2.0096642348,-0.1448413667,3.3579238221,0.8591420516197762,0.2874734791,0.1208669089605875,-1.1195720593,3.7262636324000002,87.0,4.285442751539002,0.29406605572281797,0.3968411315,9.0,0.5,0.0013655461210000009,0.9419433594000001,0.0018539359,0.6388888889000001,-1.3862943611198906,-1.1535866938739998,-0.3375777526,1.7059919159999999,0.22575840240931888,1.5757460009000002,-0.34656924640000003,323.45833333334014,3.3756854914869985,0.09147997822923973,1.6412537575420003,-1.0195137006539994,-0.3962584546340001,4.7596639938,0.5419792213,6.0,1.8351979966,0.43374275090000003,1.9065811053,-0.400114698018,3.5431037116,0.10957581405096446,1.1980262521,-1.9483129231,0.5588972431,0.1135484398,-0.0012393919000000002,1.875908778336574,0.336316468347108,0.2374835528,3.7412166794,0.04602934251088589,1.5169696882,-0.7209747517,5.993961427306569,5.3,5.8,5.7766197986085706,3.1055544653,0.38621015680000004,0.15011269180172293,-0.9817695421,346.6666666667,5.466652681367393,2.1616756794,0.3369243664,0.06704391648070235,4.8233518215753675,-0.3449739962,-0.0639768621,2.8114630206999998,0.3699985207,0.711374917435606,-0.7839308722,-0.2326605346,2.6925549046,0.4080732063,1.5289122726,-0.5124879784,7.564368134814108,3.0,6.0,4967.1818181818,0.2347838626,0.5988229857,0.5901415482,0.8370711785,-1.7940098590568894
s065,1.9006572749,-0.4849607307,0.1238941774,1.9716059691,0.47000362924573563,29.6956521739,8.7200645463,15.5238095238,2.331997222401986,-0.47166517410000003,-0.8781007065,3.3972411909,0.35323136600000005,0.7921165910243002,-0.663932477,-7.3969745110566345,-9.23995354569583,-5.426727972807667,2.0424301306,-1.5326746677102445,1.5178351924,0.6666666667000001,0.1666666667,7.6666666667,0.05,1.0,0.009124907810031009,-3.1666666667,6.8333333333,0.07973207604791276,1.0,-0.0055533250000000004,-0.7440401506000001,0.4235323116691206,0.8307261774772186,7.9,5.1,0.7411840232,0.2354971945,2.1160586174000002,-0.511309825,0.7777777778,-0.469371017,2.0330463169,0.7002039655000001,3.9197270062,0.5145849552761227,0.2593958809,0.4815629181873024,-1.5813581226,2.8026915057,106.0,4.4713227509748625,0.3498535379707482,0.2565783653,8.0,0.6364894867,0.0019913827,0.6673725128,0.0024085212,0.7777777778,-4.609202534990781,-1.4146488288999999,-0.21268213700000002,1.3668867256000001,0.20354528969074345,1.3853920234000001,-0.24475769990000001,332.76500000000306,3.3318562241770007,0.09945292068965324,1.7317243700530003,-0.9109340463720002,-0.30946007864000014,1.060997852412,0.32881343020000003,6.0,1.3253849251999994,0.4799072418999998,2.3641830266,-0.39524498880000003,2.4634963244,0.11997053990119791,1.8379485121,-1.612428087,0.376344086,0.0339998708,-0.0009435875,1.512324075036916,0.14712457865699255,0.0842369285,1.7272886066000002,0.11255412108199182,1.8734801895,-0.7253946129000001,5.720311776607412,7.2,3.9,5.771246871131283,2.3945053044679994,0.3159708407660002,0.47762954747016273,-0.7187721070570001,291.0,5.743158676833355,1.5822377818,0.2331785622,0.5046371188894565,4.9120747859894305,0.0248568802,0.0912483959,0.888196289,0.34696273025100005,0.625147077187041,-1.0248462047,-0.2596627721,0.4888453038,0.27713551433999994,1.8292095762,-0.2244945446,7.174389920765746,21.0,6.0,2129.5,-0.43100078240299977,0.0040863926280000264,-0.24063689466700006,0.8161974934,-1.1137392640290316
s066,3.197700257,-1.2583728365,0.053812401600000004,3.0197775422,0.5596157879354227,29.2083333333,8.0324297405,13.4814814815,1.548447120756914,-0.5364968635,-0.7578853816000001,4.1112334371,0.3394309434,0.7080773991832229,-0.5359114589,-9.178662457416713,-6.210432129928556,-2.522754555049383,3.4704309304,-1.1708876038408995,1.1916802212,0.0,0.6666666667000001,8.125,-0.0125,0.0,0.001998002662673058,-0.7083333333,8.0833333333,0.3402502707825719,2.0,0.0023333333,-1.5833333333000001,0.11859161053825576,0.49053185879264455,7.9,6.7,1.5247604579,0.5225076965000001,1.6369555589,-0.6009080782,0.47222222220000004,-1.4856733765,0.5587976762,-0.7548590441,3.810416849,1.170073112072664,0.2670826539,0.5618484894870053,-0.9575666758,4.0502743994,156.0,3.6506150697099113,2.387934993082531,0.8568707964000001,6.0,0.6927155256,0.0010427193,0.6844765902000001,0.0011305442,0.5277777778,-7.365900695568905,-1.1364100389,-0.0770980621,2.1136585917,0.15784335197076177,2.0511411425,-0.3482810259,339.0,4.1940667878,0.09021360749737191,2.0703310794,-0.17221662000000001,-0.5817702521,-1.4479000037,0.6320841931,9.0,1.4441247189,0.5366110773,2.0628214655,-0.2595549434,2.100523844,0.14969215783014628,1.9008491209,-1.1139517235,0.37215189870000004,0.0520899105,7.52429e-05,1.5874775725278498,0.32408908988769713,0.24314391670000002,2.8930552699,0.10825631694514362,1.7583870281,-0.4637467458,5.8664680569332965,5.3,5.4,5.737339773815885,2.8616583108499993,0.34316121370900005,0.64959279801419,-0.798106878408,300.6666666667,5.813135011583665,4.5613313279,0.3513603795,0.6761239891895986,4.976733742420574,0.19724690450000001,0.1944397507,2.7382049412000002,0.4329045937,0.6306661733414961,-1.5213596387,-0.1452674893,1.6761613958,0.30539892869199997,2.2354257213,-0.3116728902,7.906465379212559,0.0,9.0,4091.25,-0.7342803426000001,0.3491282972,-0.349061406,0.1925864579,-1.4043167417718956
s071,2.3872131491,-0.6245185564,0.0466845584,2.8367732596,0.7654678421395714,14.0909090909,3.7910808976,15.8148148148,2.0842498183427978,-0.48708115030000004,-0.7510103413,3.2737828072,0.4145561567,0.6880563941175818,-0.4414725826,-5.085552350393375,-3.5484680948295066,-3.339543877561967,5.8520728139,-1.2023857300614826,1.9014535803000001,0.33333333330000003,0.5,10.125,-0.07083333330000001,2.0,0.004323971446864944,-2.2916666667,8.2916666667,0.1795851667078724,0.0,-0.0020098039,-0.45833333330000003,0.6208924454933689,0.7692486205392827,8.2,7.5,1.9327410278000001,0.4221915249,1.9516958231000001,-0.2373624712,0.4166666667,-1.1500498711,-0.48303530604800005,-1.5753864747000002,0.8500741887000001,0.31985496580323597,0.2360861893,0.516726169436487,-0.7347402228000001,2.4369575517,162.0,4.5081216476333825,0.4037979623926949,0.2844630669,7.0,0.7197738647,0.0012448901,0.7429323196000001,0.0013413058,0.5,-4.625581180301964,-1.0167268724,0.0811180935,2.0067660918,0.22697762058807536,2.4261632332,-0.2787871577,294.3333333333,2.5117881646,0.03828636495900127,1.8414457576,-0.1487418325,-0.1914228422,-2.45453505,0.5845496250000001,12.0,1.4743796677,0.5303972184,2.0279024274,-0.2029847363,4.0337250933,0.15309517892497232,2.0670666573,-2.2854313039,0.5604938272000001,0.0835101277,0.0016972961,1.7615860401144396,0.21591695158895616,0.2874175489,3.1944788711,0.09727495446077136,1.9642633947,-1.1537485819,6.115892125483034,5.1,4.1,5.563881633746071,2.5320931026,0.45343488390000003,0.48783052672200933,-0.9032742205000001,327.3333333333,5.709322655031927,2.5855296865,0.3506112563449998,1.2194884252039135,4.446565155811062,-0.17016703830000002,0.2506697126,2.9180941022,0.3155232612,0.8890880368109219,-0.8706434049,-0.1898518835,2.0071515638,0.380608855,1.817719988,-0.047590012200000004,7.8150867368921375,4.0,7.0,5508.5833333333,-0.0178435071,0.21963879760000002,-0.40891241980000004,0.8308472881000001,-1.9619994295534977
s081,1.1411531347000001,-0.5406126775,0.2111756656,1.695184634,0.04879016416943205,36.25,20.5986075155,25.4444444444,2.607233626209526,-0.4613023269,-0.9450522412000001,5.4924258515,0.2820213522,1.485393780248611,-0.9558945718,-6.64383576300703,-4.237698029307851,-3.503697409086845,3.8653368667,-1.4396112949484177,2.0009468999,0.33333333330000003,0.6666666667000001,11.125,-0.07083333330000001,1.0,0.006975613736425138,-1.875,18.9583333333,0.13878195747721292,1.0,0.00039838220000000004,-4.5333670374,0.15324310687892329,0.4365475271142246,7.3,6.5,1.8433955695000002,0.346827655,1.6945736198999999,-0.1781739852,0.1111111111,-1.4440048076,0.9308764168,0.0,5.3201349372,1.5441954910515359,0.0794646601,1.4556004133506328,-0.8893284577,4.1867508355,159.0,4.575788509069061,0.6019739301410078,0.0438060331,4.0,0.6307462215,0.0008980930000000001,0.6628083944000001,0.0009898991,0.6944444444,-4.625581180301964,-1.1890453251,-0.09307675480000001,2.4934389555,0.24659175646779136,2.1718300398,-0.4079289983,262.0,4.3450763564,0.17939617294474838,2.2265539959,-1.6393600325,-0.3841158356,4.624703247744998,0.5639088968,12.0,1.5085858707000002,0.46520522700000005,2.049819345,-0.1044098207,4.1347650125,0.19986721175555358,1.9720334826,-1.7651309268,0.4516129032,0.0381891263,-0.0015635533,1.7378311554346888,0.42719181272231443,0.2704380091,3.2934171067999998,0.14254107379209421,2.0481952433,-0.4173351637,5.936216072877503,5.7,5.1,5.417580787374707,4.7540008697000005,0.2548800667,1.5779070261644963,-0.5376058942,221.75,5.54777822617975,2.5920625888,0.3152681153,1.0472349849273108,4.98303568249808,-0.4386007255,-0.2137032285,3.2515061512,0.24318134930000002,1.0139186521507995,-1.1134164897,-0.22902378950000002,2.3921436702,0.2611454368,2.164204953,-0.224185079,7.5116258926833135,3.0,9.0,3605.6666666667,-0.4679354664,-0.3050086074,0.0476063952,0.19687823510000002,-1.9912250539945504
